Name,Team,NOC,Season,Year,City,Sport,Event,Medal
"Matthew Stephen C. ""Matt"" Targett",Australia,AUS,Summer,2012,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
Sndor Tarics,Hungary,HUN,Summer,1936,Berlin,Water Polo,Water Polo Men's Water Polo,Gold
Jean Charles mile Taris,France,FRA,Summer,1932,Los Angeles,Swimming,Swimming Men's 400 metres Freestyle,Silver
Aldo Tarlao,Italy,ITA,Summer,1948,London,Rowing,Rowing Men's Coxed Pairs,Silver
Ionela Trlea-Manolache,Romania,ROU,Summer,2004,Athina,Athletics,Athletics Women's 400 metres Hurdles,Silver
Jri Tarmak,Soviet Union,URS,Summer,1972,Munich,Athletics,Athletics Men's High Jump,Gold
Jeneba Sylvia Tarmoh,United States,USA,Summer,2012,London,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
Lindsay Ann Tarpley (-Snow),United States,USA,Summer,2004,Athina,Football,Football Women's Football,Gold
Lindsay Ann Tarpley (-Snow),United States,USA,Summer,2008,Beijing,Football,Football Women's Football,Gold
Juraj Tarr,Slovakia,SVK,Summer,2008,Beijing,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
Juraj Tarr,Slovakia,SVK,Summer,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
Roser Tarrag Aymerich,Spain,ESP,Summer,2012,London,Water Polo,Water Polo Women's Water Polo,Silver
Ren Pierre Charles Tartara,Pupilles de Neptune de Lille-1,FRA,Summer,1900,Paris,Swimming,Swimming Men's 200 metres Team Swimming,Bronze
Antonio Deon Tarver,United States,USA,Summer,1996,Atlanta,Boxing,Boxing Men's Light-Heavyweight,Bronze
Davis Edward Tarwater,United States,USA,Summer,2012,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Sideris Tasiadis,Germany,GER,Summer,2012,London,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Silver
"Roland Leslie ""Rolly"" Tasker",Falcon IV,AUS,Summer,1956,Melbourne,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Silver
Ayhan Takn,Turkey,TUR,Summer,1984,Los Angeles,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Bronze
Elmurat Zulypkarovich Tasmuradov,Uzbekistan,UZB,Summer,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Bronze
tefan Tanadi,Romania,ROU,Summer,1984,Los Angeles,Weightlifting,Weightlifting Men's Heavyweight II,Silver
Olga Tass-Lemhnyi (Todenbier-),Hungary,HUN,Summer,1948,London,Gymnastics,Gymnastics Women's Team All-Around,Silver
Olga Tass-Lemhnyi (Todenbier-),Hungary,HUN,Summer,1952,Helsinki,Gymnastics,Gymnastics Women's Team All-Around,Silver
Olga Tass-Lemhnyi (Todenbier-),Hungary,HUN,Summer,1952,Helsinki,Gymnastics,Gymnastics Women's Team Portable Apparatus,Bronze
Olga Tass-Lemhnyi (Todenbier-),Hungary,HUN,Summer,1956,Melbourne,Gymnastics,Gymnastics Women's Team All-Around,Silver
Olga Tass-Lemhnyi (Todenbier-),Hungary,HUN,Summer,1956,Melbourne,Gymnastics,Gymnastics Women's Team Portable Apparatus,Gold
Olga Tass-Lemhnyi (Todenbier-),Hungary,HUN,Summer,1956,Melbourne,Gymnastics,Gymnastics Women's Horse Vault,Bronze
Luigi Tasselli,Italy,ITA,Summer,1928,Amsterdam,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Tibor Tatai,Hungary,HUN,Summer,1968,Mexico City,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Gold
Nur Tatar,Turkey,TUR,Summer,2012,London,Taekwondo,Taekwondo Women's Welterweight,Silver
Nur Tatar,Turkey,TUR,Summer,2016,Rio de Janeiro,Taekwondo,Taekwondo Women's Welterweight,Bronze
Vladimir Iosifovich Tatarchuk,Soviet Union,URS,Summer,1988,Seoul,Football,Football Men's Football,Gold
Anastasiya Alekseyevna Tatareva,Russia,RUS,Summer,2016,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
Nikolay Matveyevich Tatarinov,Soviet Union,URS,Summer,1960,Roma,Modern Pentathlon,Modern Pentathlon Men's Team,Silver
Frank Tate,United States,USA,Summer,1984,Los Angeles,Boxing,Boxing Men's Light-Middleweight,Gold
Harry Francis Tate,St. Rose-2,USA,Summer,1904,St. Louis,Football,Football Men's Football,Bronze
"John ""Johnny"" Tate",United States,USA,Summer,1976,Montreal,Boxing,Boxing Men's Heavyweight,Bronze
Ryo Tateishi,Japan,JPN,Summer,2012,London,Swimming,Swimming Men's 200 metres Breaststroke,Bronze
Chiyori Tateno (-Masuchi),Japan,JPN,Summer,1992,Barcelona,Judo,Judo Women's Lightweight,Bronze
Nicolaas Tates,Netherlands,NED,Summer,1936,Berlin,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze
Charles Tatham,United States,USA,Summer,1904,St. Louis,Fencing,"Fencing Men's Foil, Individual",Bronze
Charles Tatham,United States,USA,Summer,1904,St. Louis,Fencing,"Fencing Men's Foil, Team",Silver
Charles Tatham,United States,USA,Summer,1904,St. Louis,Fencing,"Fencing Men's epee, Individual",Silver
Reidun Tatham,Canada,CAN,Summer,2000,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
Juri Tatsumi,Japan,JPN,Summer,2000,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
Juri Tatsumi,Japan,JPN,Summer,2004,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
Boris Georgiyevich Tatushin,Soviet Union,URS,Summer,1956,Melbourne,Football,Football Men's Football,Gold
Ulrike Tauber (-Lebek),East Germany,GDR,Summer,1976,Montreal,Swimming,Swimming Women's 200 metres Butterfly,Silver
Ulrike Tauber (-Lebek),East Germany,GDR,Summer,1976,Montreal,Swimming,Swimming Women's 400 metres Individual Medley,Gold
"Antonio ""Toni"" Tauler Lluls",Spain,ESP,Summer,2008,Beijing,Cycling,Cycling Men's Madison,Silver
Diana Lurena Taurasi,United States,USA,Summer,2004,Athina,Basketball,Basketball Women's Basketball,Gold
Diana Lurena Taurasi,United States,USA,Summer,2008,Beijing,Basketball,Basketball Women's Basketball,Gold
Diana Lurena Taurasi,United States,USA,Summer,2012,London,Basketball,Basketball Women's Basketball,Gold
Diana Lurena Taurasi,United States,USA,Summer,2016,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
Jai Desmond Taurima,Australia,AUS,Summer,2000,Sydney,Athletics,Athletics Men's Long Jump,Silver
"Johann ""Hans"" Tauscher",Austria,AUT,Summer,1936,Berlin,Handball,Handball Men's Handball,Silver
Mary Anne Tauskey (-Parkhurst),United States,USA,Summer,1976,Montreal,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
Henri Alexis Tauzin,France,FRA,Summer,1900,Paris,Athletics,Athletics Men's 400 metres Hurdles,Silver
Hossein Tavakoli,Iran,IRI,Summer,2000,Sydney,Weightlifting,Weightlifting Men's Heavyweight,Gold
Veniamin Igorevich Tayanovich,Unified Team,EUN,Summer,1992,Barcelona,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
Veniamin Igorevich Tayanovich,Unified Team,EUN,Summer,1992,Barcelona,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Muhlis Tayfur,Turkey,TUR,Summer,1948,London,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver
Nurcan Taylan,Turkey,TUR,Summer,2004,Athina,Weightlifting,Weightlifting Women's Flyweight,Gold
"Albert ""Al"" Taylor",Canada,CAN,Summer,1932,Los Angeles,Rowing,Rowing Men's Coxed Eights,Bronze
"Angelo F. Taylor, Jr.",United States,USA,Summer,2000,Sydney,Athletics,Athletics Men's 400 metres Hurdles,Gold
"Angelo F. Taylor, Jr.",United States,USA,Summer,2008,Beijing,Athletics,Athletics Men's 400 metres Hurdles,Gold
"Angelo F. Taylor, Jr.",United States,USA,Summer,2008,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
"Angelo F. Taylor, Jr.",United States,USA,Summer,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
"Elizabeth Garner ""Betty"" Taylor (-Campbell)",Canada,CAN,Summer,1936,Berlin,Athletics,Athletics Women's 80 metres Hurdles,Bronze
Brenda Susan Taylor,Canada,CAN,Summer,1992,Barcelona,Rowing,Rowing Women's Coxless Fours,Gold
Brenda Susan Taylor,Canada,CAN,Summer,1992,Barcelona,Rowing,Rowing Women's Coxed Eights,Gold
"Christopher J. ""Chris"" Taylor",United States,USA,Summer,1972,Munich,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Bronze
Christian Taylor,United States,USA,Summer,2012,London,Athletics,Athletics Men's Triple Jump,Gold
Christian Taylor,United States,USA,Summer,2016,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,Gold
Geoffrey Barron Taylor,Argonaut Rowing Club,CAN,Summer,1908,London,Rowing,Rowing Men's Coxless Fours,Bronze
Geoffrey Barron Taylor,Toronto Argonauts,CAN,Summer,1908,London,Rowing,Rowing Men's Coxed Eights,Bronze
Henry Taylor,Great Britain,GBR,Summer,1906,Athina,Swimming,Swimming Men's 400 metres Freestyle,Silver
Henry Taylor,Great Britain,GBR,Summer,1906,Athina,Swimming,Swimming Men's One Mile Freestyle,Gold
Henry Taylor,Great Britain,GBR,Summer,1906,Athina,Swimming,Swimming Men's 4 x 250 metres Freestyle Relay,Bronze
Henry Taylor,Great Britain,GBR,Summer,1908,London,Swimming,Swimming Men's 400 metres Freestyle,Gold
Henry Taylor,Great Britain,GBR,Summer,1908,London,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold
Henry Taylor,Great Britain,GBR,Summer,1908,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Henry Taylor,Great Britain,GBR,Summer,1912,Stockholm,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
Henry Taylor,Great Britain,GBR,Summer,1920,Antwerpen,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
J. Howard Taylor,Bona Fide,GBR,Summer,1900,Paris,Sailing,Sailing Mixed 3-10 Ton,Gold
Ian Charles Boucher Taylor,Great Britain,GBR,Summer,1984,Los Angeles,Hockey,Hockey Men's Hockey,Bronze
Ian Charles Boucher Taylor,Great Britain,GBR,Summer,1988,Seoul,Hockey,Hockey Men's Hockey,Gold
Jack George Neil Taylor,United States,USA,Summer,1952,Helsinki,Swimming,Swimming Men's 100 metres Backstroke,Bronze
Jermain Lee Taylor,United States,USA,Summer,2000,Sydney,Boxing,Boxing Men's Light-Middleweight,Bronze
John Paskin Taylor,Great Britain,GBR,Summer,1952,Helsinki,Hockey,Hockey Men's Hockey,Bronze
"John Baxter Taylor, Jr.",United States,USA,Summer,1908,London,Athletics,"Athletics Men's 1,600 metres Medley Relay",Gold
"Kathleen ""Katie"" Taylor",Ireland,IRL,Summer,2012,London,Boxing,Boxing Women's Lightweight,Gold
Leon Roy Taylor,Great Britain,GBR,Summer,2004,Athina,Diving,Diving Men's Synchronized Platform,Silver
"Leonora Josephine ""Leonie"" Taylor",Cincinnati Archers,USA,Summer,1904,St. Louis,Archery,Archery Women's Team Round,Gold
Mark Taylor,Great Britain,GBR,Summer,1980,Moskva,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
Meldrick Taylor,United States,USA,Summer,1984,Los Angeles,Boxing,Boxing Men's Featherweight,Gold
Frederick Morgan Taylor,United States,USA,Summer,1924,Paris,Athletics,Athletics Men's 400 metres Hurdles,Gold
Frederick Morgan Taylor,United States,USA,Summer,1928,Amsterdam,Athletics,Athletics Men's 400 metres Hurdles,Bronze
Frederick Morgan Taylor,United States,USA,Summer,1932,Los Angeles,Athletics,Athletics Men's 400 metres Hurdles,Bronze
Norman William Taylor,Canada,CAN,Summer,1924,Paris,Rowing,Rowing Men's Coxed Eights,Silver
"Oliver William ""Ollie"" Taylor",Australia,AUS,Summer,1960,Roma,Boxing,Boxing Men's Bantamweight,Bronze
"Penelope Jane ""Penny"" Taylor (-Gil-)",Australia,AUS,Summer,2004,Athina,Basketball,Basketball Women's Basketball,Silver
"Penelope Jane ""Penny"" Taylor (-Gil-)",Australia,AUS,Summer,2008,Beijing,Basketball,Basketball Women's Basketball,Silver
Peter Taylor,New Zealand,NZL,Summer,2012,London,Rowing,Rowing Men's Lightweight Double Sculls,Bronze
Rachael Taylor,Australia,AUS,Summer,2000,Sydney,Rowing,Rowing Women's Coxless Pairs,Silver
Robert James Taylor,United States,USA,Summer,1972,Munich,Athletics,Athletics Men's 100 metres,Silver
Robert James Taylor,United States,USA,Summer,1972,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
"Thomas Sylvester ""Tom"" Taylor",Galt Football Club,CAN,Summer,1904,St. Louis,Football,Football Men's Football,Gold
Angella Marie Taylor-Issajenko,Canada,CAN,Summer,1984,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
Artur Borisovich Taymazov,Uzbekistan,UZB,Summer,2000,Sydney,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Silver
Artur Borisovich Taymazov,Uzbekistan,UZB,Summer,2004,Athina,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Gold
Artur Borisovich Taymazov,Uzbekistan,UZB,Summer,2008,Beijing,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Gold
Artur Borisovich Taymazov,Uzbekistan,UZB,Summer,2012,London,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Gold
Pascal Luc Tayot,France,FRA,Summer,1992,Barcelona,Judo,Judo Men's Middleweight,Silver
Servet Tazegl,Turkey,TUR,Summer,2008,Beijing,Taekwondo,Taekwondo Men's Featherweight,Bronze
Servet Tazegl,Turkey,TUR,Summer,2012,London,Taekwondo,Taekwondo Men's Featherweight,Gold
Gerardo Tazzer Valencia,Mexico,MEX,Summer,1980,Moskva,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
Marian Taaj,Poland,POL,Summer,1976,Montreal,Judo,Judo Men's Half-Middleweight,Bronze
Audrey Tcheumo,France,FRA,Summer,2012,London,Judo,Judo Women's Half-Heavyweight,Bronze
Audrey Tcheumo,France,FRA,Summer,2016,Rio de Janeiro,Judo,Judo Women's Half-Heavyweight,Silver
Alexander Tchigir,Unified Team,EUN,Summer,1992,Barcelona,Water Polo,Water Polo Men's Water Polo,Bronze
Bernard Tchoullouyan,France,FRA,Summer,1980,Moskva,Judo,Judo Men's Half-Middleweight,Bronze
Terina Lily Te Tamaki,New Zealand,NZL,Summer,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Silver
Taylor Hill Teagarden,United States,USA,Summer,2008,Beijing,Baseball,Baseball Men's Baseball,Bronze
Laura Teani,Italy,ITA,Summer,2016,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Silver
Irina Viktorovna Tebenikhina,Russia,RUS,Summer,2004,Athina,Volleyball,Volleyball Women's Volleyball,Silver
Horia Tecu,Romania,ROU,Summer,2016,Rio de Janeiro,Tennis,Tennis Men's Doubles,Silver
Levan Tediashvili,Soviet Union,URS,Summer,1972,Munich,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold
Levan Tediashvili,Soviet Union,URS,Summer,1976,Montreal,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold
Elbrus Soslanovych Tedieiev,Ukraine,UKR,Summer,1996,Atlanta,Wrestling,"Wrestling Men's Featherweight, Freestyle",Bronze
Elbrus Soslanovych Tedieiev,Ukraine,UKR,Summer,2004,Athina,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold
Margje Josepha Teeuwen (-Stenders),Netherlands,NED,Summer,1996,Atlanta,Hockey,Hockey Women's Hockey,Bronze
Margje Josepha Teeuwen (-Stenders),Netherlands,NED,Summer,2000,Sydney,Hockey,Hockey Women's Hockey,Bronze
Arjen Gerald Teeuwissen,Netherlands,NED,Summer,2000,Sydney,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
Martin Teffer,Netherlands,NED,Summer,1992,Barcelona,Volleyball,Volleyball Men's Volleyball,Silver
Antonios Tegos,Thessalonki-1,GRE,Summer,1906,Athina,Football,Football Men's Football,Bronze
Tetiana Heorhivna Teklian-Semykina (-Yatsenkian-),Ukraine,UKR,Summer,2004,Athina,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
Maider Tellera Goi,Spain,ESP,Summer,1992,Barcelona,Hockey,Hockey Women's Hockey,Gold
Dulce Mara Tllez Palacio,Cuba,CUB,Summer,2004,Athina,Volleyball,Volleyball Women's Volleyball,Bronze
Norberto Tllez Santana,Cuba,CUB,Summer,1992,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Lon Tellier,Sarcelle-3,FRA,Summer,1900,Paris,Sailing,Sailing Mixed 0-0.5 Ton,Bronze
Rodrigo lvaro Tello Valenzuela,Chile,CHI,Summer,2000,Sydney,Football,Football Men's Football,Bronze
Judit Temes (-Tuider),Hungary,HUN,Summer,1952,Helsinki,Swimming,Swimming Women's 100 metres Freestyle,Bronze
Judit Temes (-Tuider),Hungary,HUN,Summer,1952,Helsinki,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Stefano Tempesti,Italy,ITA,Summer,2012,London,Water Polo,Water Polo Men's Water Polo,Silver
Stefano Tempesti,Italy,ITA,Summer,2016,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Bronze
"Robert Lyman ""Dink"" Templeton",United States,USA,Summer,1920,Antwerpen,Rugby,Rugby Men's Rugby,Gold
Nabiba Naftali Temu,Kenya,KEN,Summer,1968,Mexico City,Athletics,"Athletics Men's 5,000 metres",Bronze
Nabiba Naftali Temu,Kenya,KEN,Summer,1968,Mexico City,Athletics,"Athletics Men's 10,000 metres",Gold
"Caesar Herman ""Cees"" ten Cate",Netherlands,NED,Summer,1912,Stockholm,Football,Football Men's Football,Bronze
Eva-Maria ten Elsen (-Hartmann),Germany,GER,Summer,1956,Melbourne,Swimming,Swimming Women's 200 metres Breaststroke,Bronze
Giorgi Tenadze,Soviet Union,URS,Summer,1988,Seoul,Judo,Judo Men's Lightweight,Bronze
Teng Haibin,China,CHN,Summer,2004,Athina,Gymnastics,Gymnastics Men's Pommelled Horse,Gold
Nurbakyt Moldakhmetuly Tengizbayev,Kazakhstan,KAZ,Summer,2008,Beijing,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Bronze
Georg Henrik Tengvall,Sif,SWE,Summer,1920,Antwerpen,Sailing,Sailing Mixed 40 metres,Gold
Martin Tenk,Czech Republic,CZE,Summer,2000,Sydney,Shooting,"Shooting Men's Free Pistol, 50 metres",Bronze
Milo Teodosi,Serbia,SRB,Summer,2016,Rio de Janeiro,Basketball,Basketball Men's Basketball,Silver
Carin Anuschka ter Beek,Netherlands,NED,Summer,2000,Sydney,Rowing,Rowing Women's Coxed Eights,Silver
Alfred Ter-Mkrtchyan,Unified Team,EUN,Summer,1992,Barcelona,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Silver
Igor Aramovich Ter-Ovanesyan,Soviet Union,URS,Summer,1960,Roma,Athletics,Athletics Men's Long Jump,Bronze
Igor Aramovich Ter-Ovanesyan,Soviet Union,URS,Summer,1964,Tokyo,Athletics,Athletics Men's Long Jump,Bronze
Noboru Terada,Japan,JPN,Summer,1936,Berlin,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold
Aya Terakawa,Japan,JPN,Summer,2012,London,Swimming,Swimming Women's 100 metres Backstroke,Bronze
Aya Terakawa,Japan,JPN,Summer,2012,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
Einari Allan Tersvirta,Finland,FIN,Summer,1932,Los Angeles,Gymnastics,Gymnastics Men's Team All-Around,Bronze
Einari Allan Tersvirta,Finland,FIN,Summer,1932,Los Angeles,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze
Einari Allan Tersvirta,Finland,FIN,Summer,1936,Berlin,Gymnastics,Gymnastics Men's Team All-Around,Bronze
Einari Allan Tersvirta,Finland,FIN,Summer,1948,London,Gymnastics,Gymnastics Men's Team All-Around,Gold
Tonhi Terenzi,Italy,ITA,Summer,1996,Atlanta,Fencing,"Fencing Men's Sabre, Team",Bronze
Borys Pavlovych Tereshchuk,Soviet Union,URS,Summer,1968,Mexico City,Volleyball,Volleyball Men's Volleyball,Gold
Viktoriya Anatolivna Tereshchuk,Ukraine,UKR,Summer,2008,Beijing,Modern Pentathlon,Modern Pentathlon Women's Individual,Bronze
Tetiana Viktorivna Tereshchuk-Antypova,Ukraine,UKR,Summer,2004,Athina,Athletics,Athletics Women's 400 metres Hurdles,Bronze
Paul Kibii Tergat,Kenya,KEN,Summer,1996,Atlanta,Athletics,"Athletics Men's 10,000 metres",Silver
Paul Kibii Tergat,Kenya,KEN,Summer,2000,Sydney,Athletics,"Athletics Men's 10,000 metres",Silver
"Anthony ""Tony"" Terlazzo",United States,USA,Summer,1932,Los Angeles,Weightlifting,Weightlifting Men's Featherweight,Bronze
"Anthony ""Tony"" Terlazzo",United States,USA,Summer,1936,Berlin,Weightlifting,Weightlifting Men's Featherweight,Gold
Frank Terletzki,East Germany,GDR,Summer,1980,Moskva,Football,Football Men's Football,Silver
Rodolfo Terlizzi,Italy,ITA,Summer,1920,Antwerpen,Fencing,"Fencing Men's Foil, Team",Gold
Rodolfo Terlizzi,Italy,ITA,Summer,1932,Los Angeles,Fencing,"Fencing Men's Foil, Team",Silver
"Johanna Maria ""Hannie"" Termeulen",Netherlands,NED,Summer,1948,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
"Johanna Maria ""Hannie"" Termeulen",Netherlands,NED,Summer,1952,Helsinki,Swimming,Swimming Women's 100 metres Freestyle,Silver
"Johanna Maria ""Hannie"" Termeulen",Netherlands,NED,Summer,1952,Helsinki,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
Carl Josef Ternstrm,Sweden,SWE,Summer,1912,Stockholm,Athletics,"Athletics Men's Cross-Country, Team",Gold
Olena Borysivna Teroshyna (Oviechkina-),Soviet Union,URS,Summer,1980,Moskva,Rowing,Rowing Women's Coxed Eights,Silver
Erica Georgine Terpstra,Netherlands,NED,Summer,1964,Tokyo,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
Erica Georgine Terpstra,Netherlands,NED,Summer,1964,Tokyo,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
Anthony Joseph Terras,France,FRA,Summer,2008,Beijing,Shooting,Shooting Men's Skeet,Bronze
Ferdinando Terruzzi,Italy,ITA,Summer,1948,London,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold
"Henry John Terry, Jr.",Union des Socits Franais de Sports Athletiques,GBR,Summer,1900,Paris,Cricket,Cricket Men's Cricket,Silver
"Lawrence Terry, Jr.",United States,USA,Summer,1972,Munich,Rowing,Rowing Men's Coxed Eights,Silver
Simon Duncan Terry,Great Britain,GBR,Summer,1992,Barcelona,Archery,Archery Men's Individual,Bronze
Simon Duncan Terry,Great Britain,GBR,Summer,1992,Barcelona,Archery,Archery Men's Team,Bronze
Joef Tertei,Yugoslavia,YUG,Summer,1984,Los Angeles,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze
John Richard Terwilliger,United States,USA,Summer,1984,Los Angeles,Rowing,Rowing Men's Coxed Eights,Silver
Johannes Hester Lambertus Terwogt,Minerva Amsterdam,NED,Summer,1900,Paris,Rowing,Rowing Men's Coxed Fours,Silver
dn Try,Hungary,HUN,Summer,1912,Stockholm,Gymnastics,Gymnastics Men's Team All-Around,Silver
Artyom Sarkisovich Teryan,Soviet Union,URS,Summer,1952,Helsinki,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Bronze
Kiril Stoychev Terziev,Bulgaria,BUL,Summer,2008,Beijing,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze
Jana Teschke,Germany,GER,Summer,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,Bronze
Luca Tesconi,Italy,ITA,Summer,2012,London,Shooting,"Shooting Men's Air Pistol, 10 metres",Silver
Burkhard Tesdorpf,West Germany,FRG,Summer,1984,Los Angeles,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
Rudolph Tesiny,United States,USA,Summer,1904,St. Louis,Wrestling,"Wrestling Men's Lightweight, Freestyle",Silver
Franco Testa,Italy,ITA,Summer,1960,Roma,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Franco Testa,Italy,ITA,Summer,1964,Tokyo,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
"Michael Francis ""Mike"" Teti",United States,USA,Summer,1988,Seoul,Rowing,Rowing Men's Coxed Eights,Bronze
Sergey Yuryevich Tetyukhin,Russia,RUS,Summer,2000,Sydney,Volleyball,Volleyball Men's Volleyball,Silver
Sergey Yuryevich Tetyukhin,Russia,RUS,Summer,2004,Athina,Volleyball,Volleyball Men's Volleyball,Bronze
Sergey Yuryevich Tetyukhin,Russia,RUS,Summer,2008,Beijing,Volleyball,Volleyball Men's Volleyball,Bronze
Sergey Yuryevich Tetyukhin,Russia,RUS,Summer,2012,London,Volleyball,Volleyball Men's Volleyball,Gold
Jean Georges Marie Teulre,France,FRA,Summer,2004,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
Cristina Teuscher,United States,USA,Summer,1996,Atlanta,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
Cristina Teuscher,United States,USA,Summer,2000,Sydney,Swimming,Swimming Women's 200 metres Individual Medley,Bronze
Carlos Alberto Tvez (Martnez-),Argentina,ARG,Summer,2004,Athina,Football,Football Men's Football,Gold
Lewis Tewanima,United States,USA,Summer,1912,Stockholm,Athletics,"Athletics Men's 10,000 metres",Silver
Jan Peter Tewes,Germany,GER,Summer,1992,Barcelona,Hockey,Hockey Men's Hockey,Gold
Stefan Tewes,Germany,GER,Summer,1992,Barcelona,Hockey,Hockey Men's Hockey,Gold
"Marcus ""Mark"" Tewksbury",Canada,CAN,Summer,1988,Seoul,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
"Marcus ""Mark"" Tewksbury",Canada,CAN,Summer,1992,Barcelona,Swimming,Swimming Men's 100 metres Backstroke,Gold
"Marcus ""Mark"" Tewksbury",Canada,CAN,Summer,1992,Barcelona,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
Walter Beardsley Tewksbury,United States,USA,Summer,1900,Paris,Athletics,Athletics Men's 60 metres,Silver
Walter Beardsley Tewksbury,United States,USA,Summer,1900,Paris,Athletics,Athletics Men's 100 metres,Silver
Walter Beardsley Tewksbury,United States,USA,Summer,1900,Paris,Athletics,Athletics Men's 200 metres,Gold
Walter Beardsley Tewksbury,United States,USA,Summer,1900,Paris,Athletics,Athletics Men's 200 metres Hurdles,Bronze
Walter Beardsley Tewksbury,United States,USA,Summer,1900,Paris,Athletics,Athletics Men's 400 metres Hurdles,Gold
Andreas Tews,East Germany,GDR,Summer,1988,Seoul,Boxing,Boxing Men's Flyweight,Silver
Andreas Tews,Germany,GER,Summer,1992,Barcelona,Boxing,Boxing Men's Featherweight,Gold
Texier I,Quand-Mme-2,FRA,Summer,1900,Paris,Sailing,Sailing Mixed 0-0.5 Ton,Silver
Texier I,Quand-Mme-2,FRA,Summer,1900,Paris,Sailing,Sailing Mixed 0-0.5 Ton,Silver
Texier II,Quand-Mme-2,FRA,Summer,1900,Paris,Sailing,Sailing Mixed 0-0.5 Ton,Silver
